代码,日期,收盘,行业名称,日涨跌幅,市场环境,沪深300涨跌幅,超额收益,行业分组
801780,2021-03-23,4096.82,银行,-0.004853284104158639,下跌期,-0.009472920726922962,0.004619636622764323,防御类
801780,2021-03-24,4030.55,银行,-0.01617596086720907,下跌期,-0.016082460314386537,-9.350055282253411e-05,防御类
801780,2021-03-25,3999.06,银行,-0.007812829514582398,下跌期,-0.0004743658805544948,-0.007338463634027903,防御类
801780,2021-03-26,4037.43,银行,0.009594754767370262,下跌期,0.022662431209169887,-0.013067676441799625,防御类
801780,2021-03-29,4050.55,银行,0.003249591943389918,下跌期,0.0017639971496570261,0.0014855947937328917,防御类
801780,2021-03-30,4080.68,银行,0.00743849600671509,震荡期,0.0094815070785359,-0.0020430110718208105,防御类
801780,2021-03-31,4085.5,银行,0.0011811756864053002,下跌期,-0.009101171033827349,0.010282346720232649,防御类
801780,2021-04-01,4072.96,银行,-0.0030693917513155977,震荡期,0.012363616627257823,-0.01543300837857342,防御类
801780,2021-04-02,4027.13,银行,-0.011252258799497206,震荡期,0.00993586689460324,-0.021188125694100446,防御类
801780,2021-04-06,4036.93,银行,0.002433494821374005,震荡期,-0.004110193881419866,0.006543688702793871,防御类
801780,2021-04-07,4022.57,银行,-0.003557158533836313,震荡期,-0.007119954275415785,0.003562795741579472,防御类
801780,2021-04-08,4013.7,银行,-0.0022050579604582232,震荡期,0.0016587825836840153,-0.0038638405441422385,防御类
801780,2021-04-09,3993.58,银行,-0.0050128310536412535,震荡期,-0.015036943912112966,0.010024112858471712,防御类
801780,2021-04-12,3982.85,银行,-0.0026868123337957517,震荡期,-0.017395260734286544,0.014708448400490792,防御类
801780,2021-04-13,3966.97,银行,-0.003987094668390756,震荡期,-0.0016375133242489959,-0.00234958134414176,防御类
801780,2021-04-14,3920.43,银行,-0.011731875965787508,震荡期,0.008296954193459882,-0.02002883015924739,防御类
801780,2021-04-15,3884.92,银行,-0.009057679897358173,震荡期,-0.006355423452624742,-0.0027022564447334307,防御类
801780,2021-04-16,3894.87,银行,0.0025611853011129337,震荡期,0.003476882279033866,-0.0009156969779209323,防御类
801780,2021-04-19,3959.43,银行,0.01657564950819923,震荡期,0.024331775261513977,-0.0077561257533147465,防御类
801780,2021-04-20,3972.13,银行,0.0032075323973401737,震荡期,-0.0007179059948099198,0.0039254383921500935,防御类
